content,stars,title
"Feriado de 7 de setembro... sentamos por volta de 15:00hs para almoçar na área próxima a piscina. Não estávamos na piscina... nossa intenção era almoçar ao ar livre. Pedimos uma jarra de Clericot, queijo coalho, filezinho e uma porção de fritas para iniciar. Passados 20 minutos e nada tinha chegado... Levantei e fui diretamente ao bar... sequer sabiam sobre o pedido. Uns 10 minutos depois.. aparece o garçom que tinha nos atendido, que aparentemente não repassou o pedido. Só nessa hora começaram a preparar o pedido. E ao chegar... vejam a foto.. comidas numa caixinha de isopor... sem um prato, um talher... comida esfriando e a bebida estava longe de chegar. Nunca vi um serviço TÃO RUIM. Garçom sem qualquer treinamento, desorientado... até o bar que serve litrão no Vidigal deve ter um servico melhor. Como pode um hotel como o Sheraton ter um serviço tão ruim ???? Depois disso, a atendente Cleo e o Diego me pareceram mais preparados.. se desculparam, etc.. Mesmo assim, fica a impressão que não há qualquer tipo de treinamento ou um padrão mínimo para o atendimento no Sheraton. Decepcionante mesmo ! A conta foi 250.. isso porque desistimos de pedir os outros pratos e fomos almoçar num restaurante fora do hotel.",5,Grata surpresa
"Obrigado por escolher o hotel Windsor Palace durante sua visita ao Rio de Janeiro. Estamos muito felizes por termos recebido um feedback tão positivo, destacando nossos serviços.  Tenha certeza de que trabalhamos duro para atender às suas expectativas. Nós consideramos seus comentários como nossa maior recompensa. Esperamos vê-los novamente no  Windsor Palace Hotel. ",5,Maravilhoso
"Sr. Jose Henrique, somos extremamente gratos por vossos comentários. Trabalhamos intensamente para que a estadia de nossos clientes seja extremamente prazerosa. Todos da equipe Windsor Palace Hotel agradecem vossa avaliação. Esperamos recebe-los em breve em nosso hotel e que possamos fornecer novamente uma agradável estadia. ",5,Atende a expectativa bem
"Sr Marcos, somos extremamente gratos por vossos comentários e avaliação. Trabalhamos intensamente para que a estadia de nossos clientes seja extremamente prazerosa. ",4,Ótima localização
"Sr.Marcos, agradecemos a vossa sincera avaliação e comentários referentes a sua estada no Windsor Palace Hotel. A nossa equipe não mede esforços para vossa satisfação e nosso maior desejo é de poder lhe proporcionar uma estada prazerosa e memorável. Notamos algumas insatisfações relativas ao apartamento citado, no entanto, as reformas em todos as unidades foram concluídas no final de 2014 e todos os quartos hoje estão equipados com smart led tvs de 40 polegadas, iluminação com leds, ar condicionado central, frigobar, banheiros  totalmente reformados.  Possuímos ainda três categorias de quartos disponíveis, standard, superior com varanda e superior executivo com varanda e  vista parcial mar.  ",3,Esperava mais deste hotel 
"Caro Vinicius, agradecemos muito a sua estada no Hotel Santa Teresa MGallery. Adoramos saber que desfrutou muito do nosso SPA,  das nossas vistas e nosso restaurante Térèze e Bar dos Descasados, muito reconhecidos atualmente pelo excelente trabalho que a equipe do Chef Esteban Mateu realiza a diário, com inumeros reconhecimentos da mídia (Chef Revelação 2018 Veja ) e a indicação no Guia Michelin.",5,Perfeito
"Hotel maravilhoso, quarto espetacular, infraestrutura belíssima. Infelizmente fiquei apenas uma noite, o spa é excepcional e o hotel tem uma das mais belas vistas do Rio de Janeiro. Tem boas opções de restaurantes e bares perto, mas também dentro dele tem um bar e restaurante de alto nível. Em breve voltarei para um final de semana.",5,Aniversário Bar dos Descasados
"Boa tarde,",5,Noivado
"Caro Cesar, muito obrigado pelos seus maravilhosos comentários sobre o Santa Teresa Hotel. ",5,Excelente experiência e cordialidade
"Escolhi o Hotel Santa Tereza como o lugar ideal para ficar noivo. Não poderia ter feito escolha melhor. O local é extremamente aconchegante, requintado, super bem decorado com artes de artistas plásticos, com um restaurante estrela michelin. Mas mesmo assim, consegui ficar ainda mais surpreso quando chegamos ao hotel, que por sua vez possui funcionários super atenciosos desde o checkin ao checkout, nos tratando sempre com cordialidade. ",5,Impecável
"Olá Luciana,",3,Custo Beneficio em Porto Alegre
"Boa Tarde Wigor,",5,Ótimo atendimento 
"Muito obrigada Carol pela tua avaliação, ficamos muito felizes em saber que tiveste uma ótima experiencia por aqui. ",4,Melhor experiência em hostel que tive
"Me senti em casa, o staff é super atencioso, hostel bem localizado localizado em um bairro boêmio da cidade de POA, com certeza recomendarei para amigos essa opção de hospedagem, fora que a cidade é muito bacana e com várias peculiaridades que você encontra só lá.",5,Acolhedor
"Olá Roseane, agradecemos pela sua avaliação! De fato a  nossa localização é excelente, estamos perto de tudo. Ficaremos felizes em  tê-la conosco novamente! Volte sempre!",5,Muito bom
"Olá Diandra, que pena que a sua experiência não foi tão legal, pedimos desculpas pelo inconveniente. Limpeza é um quesito pontual, estamos contratando e treinando mais funcionários para melhorar esse quesito. Temos 5 banheiros individuais no hostel, que oferecem privacidade aos nossos hópedes. Agradecemos e volte sempre!",3,Razoável!
"Olá Sofia, agradecemos pela sua avaliação! É muito importante para nós esse feedback. Volte sempre!",5,Otimo local
"A cama era péssima, o café na manhã deixou muito a desejar (não tinha sequer frutas), a limpeza não é boa e as pessoas ficam nas áreas comuns em frente aos quartos noite adentro. Tinha um vôo às 6 da manhã e até às 2 tinha gente na porta do meu quarto falando alto e ouvindo música.",5,Perto de tudo
"Bem localizado limpo e confortável! Tem Wi-Fi, cozinha bem equipada, lareira e um ótimo café da manhã.",5,Melhor hostel
"Hotel muito bem localizado. Proximo ao centro e a um shopping. Fomos com um animal de estimação, sendo que tudo o que precisamos foi prontamente resolvido pelo hotel. Lençois limpos, quarto muito aconchegante, Super recomendo. Café da manha já foi melhor, mas mesmo assim nao dá para reclamar. Para quem quer conforto e bom preço esta a melhor opção.",3,"Bom hotel, atendimento ruim..."
"O hotel é bom e bem localizado, mas tem péssimo atendimento, fizemos reserva e ao chegar lá o recepcionista tentou cobrar valor maior, mostramos a reserva no celular e mesmo assim ele insistiu que o valor estava errado, estávamos desistindo e então ele grosseiramente cedeu e cobrou o valor correto da reserva...",5,Melhorou muito.
"Olá 208jlg,",5,"Padrão Ibis, mas com um conforto extra"
"Prezada Angela, muito obrigada por avaliar o Eko!",5,"Ótimo custo benefício, limpeza e sustentabilidade!"
Olá Georgio!,3,Interessante 
Olá Camila!,5,Hotel excelente
"Prezado Hóspede,",4,Muito bom hotel e bem central
"Prezado Sr. Eduardo,",5,Recepção Maravilhosa
"Prezado Sr. Mario,",2,Banheiro sujo não dá!
"Prezado hóspede,",4,Muito bom
"Gostei bastante do hotel. Atenciosos, quarto grande e moderno. Banheiro grande, limpeza muito bom. Achei a acustica prejudicada (ouviamos as pessoas dos outros quartos). Café da manhã muito bom, exceto pelas tapiocas que deixaram a desejar.",3,Razoável
"Olá,",4,Muito bom!
"Olá,",1,Restaurante Péssimo
"Olá,",5,Passeio
"Olá,",4,Vista Incrível
"Ficamos em um apartamento com vista incrível. Cama, ducha, secador, internet perfeitos! ",5,Maravilhoso
"Hotel bem localizado, próximo ao aeroporto, com acomodações amplas, agradáveis e limpas.(uma cama maravilhosa). Café da manhã bem servido, com várias opções e boa qualidade. Funcionários muito gentis, com check-in e check-out rápidos",3,xxxxxx
"Olá Angela,",5,Excelente
"Muito conforto e qualidade do hotel e restaurante. Bom atendimento da equipe com presteza e respeito. Excelente sinal de internet. Alimentação saborosa e variada, mas de custo elevado. Espaços amplos. ",4,POA Set18
Hotel com estrutura nova e ampla. Quarta grande e muito bem higienizado. Café da manhã bom. As refeições do restaurante foram todas muito boas porém o atendimento foi razoável. Taxas de serviço e valor do estacionamento poderiam ser menores co siderando o valor da diária.,5,Ótima Experiência
"Ótimo Hotel, excelentes serviços, atendimento perfeito por parte de todos os colaboradores.... Café da manhã delicioso!!!! Quarto confortável, grande e espaçoso, cama maravilhosa.... Com certeza iremos voltar outras vezes!!!!",5,Muito Bom
Olá Debora!,5,Um bom hotel!
Olá Vinicius!,5,Excelente e confortável
Olá Andrese!,5,Boa estadia para uma viagem curta a trabalho
"Prezada Jaqueline, muito obrigada por avaliar o Eko!",5,Agradável 
"Prezado 565vita, agradecemos sua avaliação do Eko!",5,"Hotel Eko, preocupação com a sustentabilidade. Ótima localização."
"Prezada Patricia,",5,Perfeito
"Prezado rworsi, obrigada pela sua avaliação do Eko!",4,confortável e bom café da manha.
"Olá Bruna,",5,Ótima opção
"Olá Michele,",5,Muito bom!
"Excelente localização em Porto Alegre, atendimento muito bom. Checkin sem demora e garagem no hotel.",4,Bom hotel
Numa nova estada fui surpreendido pela melhora do hotel.,3,Bom Custo Beneficio
"O melhor hotel das imediações. Ótimo atendimento e a dedicação dos funcionários fizeram toda a diferença para minha estadia. Hotel grande e confortável, quartos padrão, de tamanho médio. Ótimo café da manhã.",4,Satisfeito
"Localização central, quartos espaçosos e limpos, equipe atenciosa. Jantar do restaurante do hotel um pouco fraco. Quartos silenciosos e com boa iluminação. Banheiros amplos, limpos e confortáveis. Recomendo.",2,Hospedagem seminário de contabilidade
"O hotel é simples mas todo ajeitado. Os moveis do quarto são simples,porem atendem o que se necessita. A limpeza esta boa, mas não havia toalhas suficientes no quarto, tivemos que solicitar. O chuveiro é ótimo e a água bem quentinha. O atendimento foi bom e o cafe da manha bem feito e com as opções necessárias. A unica ressalva é realmente o estacionamento. tivemos que deixar o carro no IBIS na frente do hotel e o valor é de R$ 25,00 Reais.",5,Para executivos e pra família 
"Execelente, ja me hospedo ha mais de dez anos e sempre fui muito bem atendido, equipé muito atenciosa, simpática, efeciente, aptos muito confortáveis, limpeza muito bem feita, localização ótima, atendimento personalizado o que pe dificil hoje em dia em qualkquer hotel, recomendo sempre para meus amigos.",5,"Hotel com acomodações, localização e atendimento nota 10!"
"De fachada discreta, o hotel surpreende pelo conforto e atendimento. Sr. Bira e o Sr. Moisés sempre mto solícitos, assim como as atendentes do salão do café da manhã. ",5,Otima opçao!
"Localização: muito boa, tem restaurantes próximos e é tranquila. Tem mercado próximo também e não é uma região com muito barulho",5,Muito agradável!
"Um Hotel com excelente acomodações. Ótima localização e um atendimento nota 10 de toda a equipe. Café da manhã em ambiente agradável e muito bem servido. Bonita estrutura, ampla, limpa com mobília bem distribuída.",4,Ótimo hotel
Olá Ricardo!,5,Localização e Qualidade
Olá Mauricio!,4,Bom hotel.
"O Brick Hostel é um dos melhores hostels em que já me hospedei. Daria nota 10 para tudo, desde o espaço físico até o preço dos itens á venda na recepção kkkk. A disposição dos cômodos do hotel é muito boa, a decoração é linda demais, os quartos saõ limpinhos, arrumados, o banheiro também é disposto de tal forma que você tem privacidade e espaço, tem água quente, mas uma das coisas que mais amei foi a iluminação natural do quarto. Geralmente a iluminação é um problema em hostel, os quartos costumam ser escuros e bem fechados, mas no caso do Brick, as janelas são grande e deixam entrar uma luz ótima e também refresca o quarto. Outro diferecial do Brick é em relação aos preços das cervejas vendidas lá,  que eram praticamente o mesmo valor que você pagaria no mercado. Isso é bem legal porque geralmente os hostels aumentam pra caramba o preço dos itens á venda no local. Fiquei apenas um dia lá mas a experiência foi ótima! Espero voltar para Porto Alegre mais vezes e sem sombra de dúvidas ficarei hospedada no Brick novamente.",4,"Bom, mas poderiam cuidar mais de algumas coisas"
localização interessanteacesso fácil ao local onde eu precisava estaragilidade na terceirização de serviço como Ubercafé da manha bomacesso a fumantes nos fundos com privacidadecordialidade da recepçãoqualidade do quarto quanto a barulho,5,HOSPÉDAGEM
Olá Anderson!,5,Muito bom
Olá Tiago!,5,Quase uma casa
Olá Gerson!,4,muito boa!
"O hostel é muito bacana, atendimento sem igual, os quartos privativos são os melhores (não perde pra nenhum hotel), café da manhã gostoso, perto de tudo. Valeu muito a experiência que tivemos lá......",4,Hostel agradável
Muito bom hostel.,3,Solar 63
"As instalacoes sao inadequadas e as paredes rabiscadas dao um aspecto de sujeira. Os quartos sao muito apertados. O cafe da manha e pessimo. Mas o pior mesmo e o banheiro compartilhado entre homens e mulheres, o que e bastante constrangedor e desconfortavel.",5,Ótimo hostel!
